sale_id,product_id,customer_id,date,store_id,quantity,unit_price
305d58d8-1e3d-4892-b95a-2f18f08b3d4c,45c28051-ed3e-41d4-afd5-2190b730f81b,C0881,16-07-2025,7,1,437.6
9f68dcee-5127-4140-9845-cfc260383d13,5f5addf5-a05e-4f07-9f8d-0f51417e1de8,C0004,18-07-2025,2,2,22965.82
55b8a59f-8c33-4f76-8bf1-9ef264ddecad,df16470e-2c5e-4b4c-8cdf-0fef20bdd005,C0161,23-06-2025,5,4,685.98
30c15aee-c5b7-4b0d-8d17-f72e135e5239,6879eb7f-e795-4a71-884a-a9c26455ae0b,C0597,12-07-2025,2,4,1432.62
8f34521d-13db-4f0a-b22d-7e3965002a0a,1610a3cf-e353-442c-818d-e926e8cda67f,C0793,30-06-2025,9,2,2384.16
e016fa83-37d2-4091-b194-04d685f66f73,e3a94aaa-5bae-4913-ac6f-b4965aa6edb8,C0975,09-07-2025,8,2,1682.77
9df23f31-39ff-426b-bd2f-5a0396248107,04094c0c-75d5-422a-8f2a-82496e742788,C0983,19-07-2025,6,5,2275.65
d419f6cb-e5a3-48f0-873d-234d54ea611f,c03cfe61-a668-4e34-9b2b-447aec91ee29,C0101,13-07-2025,1,1,2443
b0bb0588-719d-499e-ae43-c24d5aabb6b3,9a83a287-9765-4701-bdac-c20a058674c0,C0207,30-06-2025,5,5,77218.49
38fb8479-9351-4815-8574-38241b9e132b,f6f981eb-5984-49f3-9746-e9e0f5d7a4f1,C0758,13-07-2025,9,2,4197.84
f2200841-0a85-4f41-bc8f-730938c5d8e3,45c28051-ed3e-41d4-afd5-2190b730f81b,C0728,10-07-2025,8,4,437.6
6e7a6da3-0cc8-40f3-9365-74b157ddc76b,51c21b38-caf3-47a5-9d0e-f3208376e93c,C0588,23-06-2025,7,2,14057.02
a64d8940-0167-40ba-b291-9c5e995e1846,fa59e100-5071-42c8-96ff-f07005c35100,C0710,28-06-2025,2,3,923.86
a3df66cd-acdd-4af1-ab9b-1a2a624ef2e7,b7f29566-7097-47cc-8aa9-f721e40171f3,C0035,18-07-2025,6,4,1193.77
3ca4a7e9-9ecb-4ae8-92b5-774347c2693c,c3acd953-135c-4b5e-b526-d79ad2c95dae,C0119,02-07-2025,8,4,1384.12
5744d19a-86fd-467b-9133-c10ee8de8636,df16470e-2c5e-4b4c-8cdf-0fef20bdd005,C0799,08-07-2025,6,5,685.98
d28d3e4c-615d-4be3-8287-517b0712daa1,05ec42c7-2c21-4a8e-8a83-587c79694aac,C0465,18-07-2025,5,3,3279.82
c8911233-c3b0-4e1a-ac21-b8a6497b1b8a,b31fffa1-0fcb-4385-a2d1-d615dc0da11e,C1000,28-06-2025,7,3,3807.64
87be7d47-57b9-469b-ac1f-2c850de95841,8552792a-4006-4c5d-bdb4-acd3f5fe7e0e,C0108,24-06-2025,6,3,167.34
de0901e7-79eb-4608-83eb-df2480aaa228,bd4d44cf-1969-49bb-b665-a03ad174a5ee,C0713,17-07-2025,5,1,2811.72
888edb80-4906-418c-aea3-dce5a507bfdb,77e87184-78fd-4423-b7a8-f5634798a9da,C0289,26-06-2025,2,4,368.62
e671f94e-5234-4580-9bc0-62ce0dd12c9d,df16470e-2c5e-4b4c-8cdf-0fef20bdd005,C0182,20-06-2025,2,5,685.98
9990a8ba-320a-4e06-9a2d-ac66c1ff99a5,8552792a-4006-4c5d-bdb4-acd3f5fe7e0e,C0792,25-06-2025,1,4,167.34
e4bd185e-02e6-4115-b673-c5d48c2a8b60,f066e175-282b-4530-a45c-185d2a2788b7,C0042,27-06-2025,4,2,44.36
b508991b-68d2-45b1-8f93-3feecbb9a1a6,fa59e100-5071-42c8-96ff-f07005c35100,C0465,18-07-2025,1,1,923.86
13330a4c-b0b3-4d0e-a6ae-9ccb0f680834,dbb86e12-f2aa-4d95-a669-0c41b1bf0edf,C0612,27-06-2025,2,3,2529.59
df7af177-24f9-4e42-ad57-5e7167a1d627,9a83a287-9765-4701-bdac-c20a058674c0,C0692,29-06-2025,9,1,77218.49
5f09607a-b1cc-4f6e-9fa4-ef76780d0a76,f6f981eb-5984-49f3-9746-e9e0f5d7a4f1,C0829,20-06-2025,8,3,4197.84
67c8bb5a-b0b7-4957-9e7a-154e32a1e144,557250f0-e015-4bcd-8c51-1e092b2c6b49,C0915,29-06-2025,6,3,547.36
a2d17551-6737-452c-ba30-bd91dea8ca5a,9a83a287-9765-4701-bdac-c20a058674c0,C0732,14-07-2025,8,2,77218.49
030f32ab-7074-4390-95a5-2a6cae77b4cf,6879eb7f-e795-4a71-884a-a9c26455ae0b,C0977,07-07-2025,4,1,1432.62
2983493b-7aa6-4bd9-b0b7-1b916f5bde81,557250f0-e015-4bcd-8c51-1e092b2c6b49,C0728,21-06-2025,9,5,547.36
9d7e7d9d-0353-4907-bcb3-687c2d84fb5b,f066e175-282b-4530-a45c-185d2a2788b7,C0887,18-07-2025,3,1,44.36
e2d7b6b5-ea95-4e05-b68c-344c7d60c6d0,05ec42c7-2c21-4a8e-8a83-587c79694aac,C0216,05-07-2025,6,1,3279.82
7a5f6b29-be6f-4740-8590-04be1e0daf9c,bd4d44cf-1969-49bb-b665-a03ad174a5ee,C0470,07-07-2025,3,5,2811.72
704c8eed-f4f5-4ec4-b37f-f2d70824a2dd,8552792a-4006-4c5d-bdb4-acd3f5fe7e0e,C0540,18-07-2025,8,3,167.34
1e9ebe66-0376-4cde-b1b1-32461fd07679,71c15a53-cde0-4a4c-bb01-3babd402bfa1,C0823,28-06-2025,7,1,1013.25
8600b25a-658e-4c62-b599-0135731d1e38,77e87184-78fd-4423-b7a8-f5634798a9da,C1000,19-07-2025,10,3,368.62
173e1bf2-fc17-4d6a-9c0d-14abc5c73e1c,c3acd953-135c-4b5e-b526-d79ad2c95dae,C0249,28-06-2025,10,2,1384.12
41a07473-3e13-4204-b7cd-120aa70b49f1,5ee789b5-8c08-4473-99b3-8d8e6fe21486,C0136,24-06-2025,2,4,67788.99
ef6bc25b-4b41-40ec-bd73-542060d61981,d81edf07-8abe-449e-80bc-ec88b00e4c7d,C0805,29-06-2025,5,3,14690.48
73c32613-a5a3-4b71-87ca-a6a4c0e73a6e,f066e175-282b-4530-a45c-185d2a2788b7,C0570,19-07-2025,7,4,44.36
eb51f41b-58cc-4c9b-9aa6-710f44a73c8a,6c5b6f42-89ea-440b-8d46-4cf6c29a97e4,C0479,12-07-2025,6,3,891.6
690dce39-1770-44ef-9914-029f8c87b9e6,b31fffa1-0fcb-4385-a2d1-d615dc0da11e,C0867,09-07-2025,6,3,3807.64
ac40ec96-c0ad-433a-9839-a490d1ff56b1,47a451b8-de32-4b66-8cc1-2a940b98425a,C0382,27-06-2025,1,3,13513.71
cdae4753-d520-4c18-a429-9155f34e32c1,6879eb7f-e795-4a71-884a-a9c26455ae0b,C0537,04-07-2025,7,1,1432.62
f4415101-f20e-4dc4-b131-cf21c1ee7c30,c682db57-0645-4448-9531-d30ffef7e63c,C0637,23-06-2025,9,3,282.3
4090fe01-1010-41ec-8696-47638a12b121,ce2a6149-093e-40a7-ba7b-758e29ecd0ac,C0835,07-07-2025,8,5,3180.22
ab17a0ba-edfa-4c7e-bc44-f68ad3669641,00747120-f76e-436c-92b5-7277776c5852,C0344,07-07-2025,7,5,5383.51
4e802363-eb37-46e9-8818-88c5687a7743,77e87184-78fd-4423-b7a8-f5634798a9da,C0848,25-06-2025,4,4,368.62
7a000e6b-1fc9-4849-b695-43ac69323240,51c21b38-caf3-47a5-9d0e-f3208376e93c,C0758,26-06-2025,3,3,14057.02
0ab0d294-789f-4906-97d4-236f6bbbdff0,1610a3cf-e353-442c-818d-e926e8cda67f,C0634,18-07-2025,5,1,2384.16
108eef41-056e-48ae-b382-b810858efcd9,04094c0c-75d5-422a-8f2a-82496e742788,C0968,05-07-2025,8,4,2275.65
bc407295-a88a-4894-bcaf-e83e607d34c1,b7f29566-7097-47cc-8aa9-f721e40171f3,C0095,10-07-2025,8,5,1193.77
80b0df21-09a1-42db-9b17-b964dd17be01,c3acd953-135c-4b5e-b526-d79ad2c95dae,C0178,02-07-2025,3,4,1384.12
1d9c2f91-8268-462c-b885-8d2249513e42,e4fc91b1-1f44-474a-8344-2f967fd2ea09,C0924,25-06-2025,7,1,702.36
44d388bc-d81e-4382-84c5-8ea1b26d9528,557250f0-e015-4bcd-8c51-1e092b2c6b49,C0395,13-07-2025,7,4,547.36
3892c7a1-eb1c-4e72-bd23-1bbb50b798fe,90fbba8d-4977-44aa-a7b7-159adf09220e,C0776,10-07-2025,1,5,10053.64
c2da306a-6811-45e8-b0c8-47f4416eef33,b9500856-e765-417d-9276-293d3ed35361,C0727,29-06-2025,4,5,55074.18
5fbabb55-319e-4ae2-82c8-7001d70f280c,6c5b6f42-89ea-440b-8d46-4cf6c29a97e4,C0019,16-07-2025,4,5,891.6
a7c5f945-5cfc-4ff6-a841-42053640f6a7,d49b56fe-0473-4206-8ad9-43b1232b8b7e,C0550,01-07-2025,3,1,1218.39
4ca42d41-f988-48fe-9465-67be1be259a5,47a451b8-de32-4b66-8cc1-2a940b98425a,C0608,18-07-2025,5,1,13513.71
a1b43d35-6394-45e6-b15f-537568545c51,45a0f2ef-6c28-41ea-b8f9-c9353c3f3951,C0826,07-07-2025,4,2,333.23
d650d590-f491-490d-846c-b12aa2c8339f,851bcd31-ba4b-4abe-9723-eb3f80ec5da3,C0111,10-07-2025,7,4,287.99
a5be7b4a-0b61-4f21-ad76-7390b8324374,6879eb7f-e795-4a71-884a-a9c26455ae0b,C0544,10-07-2025,10,5,1432.62
3fe5570a-0534-40ca-9d10-2f1b839d6a20,c3acd953-135c-4b5e-b526-d79ad2c95dae,C0314,19-07-2025,1,3,1384.12
ea079322-11e2-422d-ae2f-c2d436dbdee8,c682db57-0645-4448-9531-d30ffef7e63c,C0605,29-06-2025,4,2,282.3
7c9c98bf-b155-462f-8745-f1e373c8fa15,f066e175-282b-4530-a45c-185d2a2788b7,C0893,20-06-2025,8,3,44.36
ac588531-d4b6-4d0d-aed1-e73ce90edc70,d8224edc-5074-4762-bca8-024e74bd3c0e,C0069,23-06-2025,2,1,1963.96
0b4a543f-628c-4c3c-adc2-e76353b88a96,6de52e8f-1b55-4ff2-85b2-dc8414a17ea0,C0502,03-07-2025,7,2,2283.11
74341884-9faf-4c6e-8fb0-b221bc2720d8,ce2a6149-093e-40a7-ba7b-758e29ecd0ac,C0257,04-07-2025,2,1,3180.22
cadcb917-73f4-4e8b-bd29-84e843f4305d,00747120-f76e-436c-92b5-7277776c5852,C0528,18-07-2025,10,4,5383.51
508f012e-f793-49c7-bf44-b6bde6971acb,6de52e8f-1b55-4ff2-85b2-dc8414a17ea0,C0669,05-07-2025,7,2,2283.11
7460bdcf-55b0-4911-a9de-2f2ac6b10dee,e4fc91b1-1f44-474a-8344-2f967fd2ea09,C0355,07-07-2025,6,1,702.36
2ae85fde-e0e0-4e83-84e1-0aa3eb65fdbb,45a0f2ef-6c28-41ea-b8f9-c9353c3f3951,C0963,21-06-2025,7,2,333.23
375099ad-4233-4aed-b2f3-7e6e251b8850,bd4d44cf-1969-49bb-b665-a03ad174a5ee,C0598,17-07-2025,6,2,2811.72
414a6bf4-7a99-48f0-bd3c-f7eec79bb150,fdba8147-a03c-433a-a26e-36240a1f3ef6,C0186,30-06-2025,9,2,816.27
f64070f4-8cea-43db-bd27-7f15e41f7291,dbb86e12-f2aa-4d95-a669-0c41b1bf0edf,C0217,27-06-2025,5,3,2529.59
7f0af8d5-8db3-4b1b-9692-077361eedb9e,9a83a287-9765-4701-bdac-c20a058674c0,C0638,18-07-2025,7,3,77218.49
c463910d-63c4-4fac-ab4c-76bee5db4a81,1610a3cf-e353-442c-818d-e926e8cda67f,C0768,25-06-2025,9,2,2384.16
59c69e93-8de9-4385-81d5-f281dda3c7fb,45c28051-ed3e-41d4-afd5-2190b730f81b,C0459,05-07-2025,7,4,437.6
8e8b159c-1ccc-4198-95e5-458307a4fdad,dbb86e12-f2aa-4d95-a669-0c41b1bf0edf,C0834,16-07-2025,8,5,2529.59
102118db-7422-4846-91fd-def402547434,c3acd953-135c-4b5e-b526-d79ad2c95dae,C0163,11-07-2025,6,2,1384.12
b40581d7-6a3c-4137-8cdf-a1808cb0eb0f,32151784-6f5c-414e-8ef9-811bebcaa063,C0385,04-07-2025,1,1,850.31
37bcb11d-fb7b-4201-bd6a-83b488d068b8,dbb86e12-f2aa-4d95-a669-0c41b1bf0edf,C0605,11-07-2025,10,5,2529.59
ad943e26-99c4-4574-aa7b-9eda5ec0d1f7,45a0f2ef-6c28-41ea-b8f9-c9353c3f3951,C0510,05-07-2025,9,4,333.23
d1924adc-24ac-4f1c-b922-c12f49c3b3ff,d49b56fe-0473-4206-8ad9-43b1232b8b7e,C0097,25-06-2025,1,3,1218.39
cfcc2ae3-d69d-40a0-b14c-786f1b78de0b,51c21b38-caf3-47a5-9d0e-f3208376e93c,C0143,03-07-2025,2,2,14057.02
ed076809-2713-46c5-87bb-d0a9fa306302,df16470e-2c5e-4b4c-8cdf-0fef20bdd005,C0248,26-06-2025,1,2,685.98
c29728a8-a72a-410f-ad75-01507ba3a4da,05ec42c7-2c21-4a8e-8a83-587c79694aac,C0368,16-07-2025,7,5,3279.82
b716d033-b82d-4217-9b94-5aeab0f76511,e4fc91b1-1f44-474a-8344-2f967fd2ea09,C0273,09-07-2025,6,2,702.36
c417d414-9bc1-4a77-9e41-dfcaf3c589b6,b9500856-e765-417d-9276-293d3ed35361,C0138,04-07-2025,4,4,55074.18
41f5fb13-519c-464e-9411-ab45f0d8ba59,bd4d44cf-1969-49bb-b665-a03ad174a5ee,C0344,17-07-2025,1,5,2811.72
7240af18-a5da-48d8-9d01-019f840f3035,d49b56fe-0473-4206-8ad9-43b1232b8b7e,C0392,16-07-2025,4,4,1218.39
674a7141-3c83-47ae-a037-7b222c0b16e2,32151784-6f5c-414e-8ef9-811bebcaa063,C0791,28-06-2025,6,1,850.31
7ec298cf-1e39-41b7-85d0-f78dc38eda81,51c21b38-caf3-47a5-9d0e-f3208376e93c,C0697,09-07-2025,10,4,14057.02
0986970b-61c5-4284-a6c5-54253ab1c929,00747120-f76e-436c-92b5-7277776c5852,C0007,30-06-2025,8,3,5383.51
a2f1eae3-acd4-4ebc-8d84-ae7b3bf82638,f066e175-282b-4530-a45c-185d2a2788b7,C0596,13-07-2025,8,4,44.36
3e017673-f928-492f-a274-1e092470cd56,d49b56fe-0473-4206-8ad9-43b1232b8b7e,C0856,12-07-2025,4,5,1218.39
d5645152-4bb9-43cb-8b96-7dc2a1a33698,05ec42c7-2c21-4a8e-8a83-587c79694aac,C0172,21-06-2025,8,1,3279.82
d9e1e2c2-e925-44c7-893b-04a15fc170f5,b9500856-e765-417d-9276-293d3ed35361,C0775,05-07-2025,9,2,55074.18
84c79182-10b4-4f09-8be5-3eed35ed68e7,c682db57-0645-4448-9531-d30ffef7e63c,C0295,20-06-2025,2,3,282.3
be5b3640-f6be-4c4c-9034-3a805f25c2d6,d81edf07-8abe-449e-80bc-ec88b00e4c7d,C0248,30-06-2025,4,1,14690.48
1cdf120f-e7ff-4724-afa1-8550230e0af5,00747120-f76e-436c-92b5-7277776c5852,C0630,16-07-2025,2,4,5383.51
3faae02f-7808-4cbc-bc25-009d51619f62,df16470e-2c5e-4b4c-8cdf-0fef20bdd005,C0233,16-07-2025,2,5,685.98
9baeacb2-fbe6-4a90-95c4-f67a2b41a0b3,bd4d44cf-1969-49bb-b665-a03ad174a5ee,C0108,13-07-2025,1,2,2811.72
0238a7d5-77aa-4dc7-ab64-a43075800d75,5f5addf5-a05e-4f07-9f8d-0f51417e1de8,C0479,22-06-2025,10,4,22965.82
1e04e1c6-5344-43f2-835d-707d8fc6d635,6c17ed17-f3c5-4fc5-a270-b35e0efac2cf,C0966,30-06-2025,8,2,2090.3
eebd9b34-52d2-46ee-b916-3e73de80a3b8,d8224edc-5074-4762-bca8-024e74bd3c0e,C0520,08-07-2025,4,4,1963.96
74c5e958-9a34-4251-aaca-d4129082c8c4,c3acd953-135c-4b5e-b526-d79ad2c95dae,C0709,10-07-2025,5,3,1384.12
d4bf51bd-79be-40f3-9b97-1256d1a4d34e,fa59e100-5071-42c8-96ff-f07005c35100,C0295,16-07-2025,5,1,923.86
db17f2d2-4755-44dd-9126-7af5ccb8af69,df16470e-2c5e-4b4c-8cdf-0fef20bdd005,C0796,06-07-2025,9,3,685.98
19ca97bd-ec28-4f89-b648-5b5bfde7c8df,5ee789b5-8c08-4473-99b3-8d8e6fe21486,C0909,19-07-2025,9,2,67788.99
ccbaad84-03a2-45ea-9384-d2576c577e60,6c5b6f42-89ea-440b-8d46-4cf6c29a97e4,C0203,19-07-2025,1,5,891.6
87562f66-ad54-4622-aec2-c32fd043def9,5f5addf5-a05e-4f07-9f8d-0f51417e1de8,C0160,17-07-2025,7,3,22965.82
c1ddf1b3-1194-4b47-b652-e057f3020a32,c3acd953-135c-4b5e-b526-d79ad2c95dae,C0436,16-07-2025,5,2,1384.12
2d9ced2e-ffc8-40b1-b772-b523c78cef92,90fbba8d-4977-44aa-a7b7-159adf09220e,C0805,19-07-2025,4,5,10053.64
375675d4-5b97-45be-987d-2acc760263ae,b9500856-e765-417d-9276-293d3ed35361,C0368,17-07-2025,6,1,55074.18
04f675fa-f809-47aa-bb17-51dd5e8cc424,6c5b6f42-89ea-440b-8d46-4cf6c29a97e4,C0288,12-07-2025,9,5,891.6
c523907a-cd28-4765-a64a-a8dea4874c89,8552792a-4006-4c5d-bdb4-acd3f5fe7e0e,C0737,22-06-2025,4,5,167.34
30d36bd9-7125-418e-a375-0c240d1f447a,a7e7f557-8f92-40b1-9c73-772c8a84346b,C0079,12-07-2025,5,1,491.69
4d45bdaa-1a07-4d70-bf6c-7dba43ff5217,6de52e8f-1b55-4ff2-85b2-dc8414a17ea0,C0056,05-07-2025,4,4,2283.11
cf0f5646-b767-4960-b42c-781d50f6bf79,5ee789b5-8c08-4473-99b3-8d8e6fe21486,C0564,17-07-2025,4,5,67788.99
40c776a9-9d6e-4fca-8386-9a48f7a85f10,b7f29566-7097-47cc-8aa9-f721e40171f3,C0060,02-07-2025,4,4,1193.77
03fc1065-4118-4516-b1b1-224924697183,f066e175-282b-4530-a45c-185d2a2788b7,C0657,01-07-2025,3,5,44.36
4b991525-8af6-413b-934d-cd62557a3a3d,71c15a53-cde0-4a4c-bb01-3babd402bfa1,C0804,08-07-2025,6,3,1013.25
4dcf4f48-008e-4312-8d00-afe223441658,ce2a6149-093e-40a7-ba7b-758e29ecd0ac,C0655,20-06-2025,5,2,3180.22
08af56d1-44c9-426e-89aa-ee4ef531165e,04094c0c-75d5-422a-8f2a-82496e742788,C0758,09-07-2025,1,5,2275.65
4d0eae28-74a2-4f8c-84ab-fc9fb9eb68a8,05ec42c7-2c21-4a8e-8a83-587c79694aac,C0115,14-07-2025,5,2,3279.82
ce401b93-be9f-4afc-b9e9-15fb1a8a9bd6,d8224edc-5074-4762-bca8-024e74bd3c0e,C0269,27-06-2025,9,1,1963.96
9caaa516-70fe-458c-a382-70df3122364f,32151784-6f5c-414e-8ef9-811bebcaa063,C0057,02-07-2025,10,4,850.31
8ecf2dfa-50c0-460f-93e7-af0d40878c60,6de52e8f-1b55-4ff2-85b2-dc8414a17ea0,C0541,01-07-2025,3,5,2283.11
1764bac3-5428-4ef4-bc1f-8a57fef8b06a,f066e175-282b-4530-a45c-185d2a2788b7,C0350,04-07-2025,1,1,44.36
a3298bfe-3788-433f-897b-0b23a234ddc9,b9500856-e765-417d-9276-293d3ed35361,C0013,29-06-2025,3,4,55074.18
8132d83b-5883-48a8-ab1a-ae8508bfec74,b7f29566-7097-47cc-8aa9-f721e40171f3,C0648,12-07-2025,7,2,1193.77
1de384a1-9918-41ce-8ea3-7ce98c16b0a9,851bcd31-ba4b-4abe-9723-eb3f80ec5da3,C0079,21-06-2025,8,3,287.99
8b052af6-88a0-41b3-9957-7d49e33b1862,47a451b8-de32-4b66-8cc1-2a940b98425a,C0555,18-07-2025,4,3,13513.71
