id,order_id,product_id,reason,refund_amount
463eb004-7a73-4452-867b-c2780874001a,5c7d81de-eb2c-47f8-9049-8d2d3c4247f2,fa59e100-5071-42c8-96ff-f07005c35100,Wrong size,666.73
961a1480-d750-4e59-9753-0b09f2a30438,52d1290c-9c95-4649-b86b-00e10c5f8bbc,d8224edc-5074-4762-bca8-024e74bd3c0e,Seal broken,6889.31
29818785-ae27-4844-b194-aedc5e43e4bf,aaf33406-5e2b-4efb-bd30-b034b2d4a50a,e3a94aaa-5bae-4913-ac6f-b4965aa6edb8,Item not durable,4763.14
51c8bff9-bf6f-46bd-9846-fcea54f42389,0a5a3841-726c-4dd0-b028-c3542e33e6bd,6879eb7f-e795-4a71-884a-a9c26455ae0b,Damaged item,3514.33
f6703967-c887-43d5-9998-0a0a32e9d91f,8b9fe88a-287c-483f-9631-de56b944ce7b,dbb86e12-f2aa-4d95-a669-0c41b1bf0edf,Wobbly structure,4432.6
6c540074-1d4b-4318-924c-bcb1328904e0,dd3033a7-998e-4acb-b848-1bbee259eb52,77e87184-78fd-4423-b7a8-f5634798a9da,Irritated skin,942.63
a71b739c-94c4-4d14-9bd4-ea98a9569336,4606cfab-f7e0-43ca-ade8-e48181a5a73f,f6f981eb-5984-49f3-9746-e9e0f5d7a4f1,Missing parts,1683.58
0985c7a0-e98e-4e1d-a7a9-8a493c17c83f,531f6aa0-ca62-42fa-beb1-efb4f9344def,ce2a6149-093e-40a7-ba7b-758e29ecd0ac,Wood chipped,5195.39
61804243-f0b9-4908-9064-d0f0c4c68e31,4e723ffa-394b-4d73-ae14-016a6fb414e8,f066e175-282b-4530-a45c-185d2a2788b7,Broken bottle,132.5
70630abc-8613-4147-b374-63e5af11164e,fc05621b-3448-4219-9b4a-deb08528804e,f6f981eb-5984-49f3-9746-e9e0f5d7a4f1,Color mismatch,5293.17
967c02ea-0b62-4ff7-aae7-509f8894d7cd,81624ea3-df56-4706-9bbc-0d8025863e16,bd4d44cf-1969-49bb-b665-a03ad174a5ee,Low quality material,4984.24
bd1045bd-9021-4a8b-b8a4-d4b6dc6533cd,52f24910-13c2-487d-a83f-4921e07027de,557250f0-e015-4bcd-8c51-1e092b2c6b49,Product expired,1360.66
91f26085-cd36-478b-9ddf-c5b4f25d2da2,c7dfdc86-4849-4a9a-8ba5-b163735f47f8,05ec42c7-2c21-4a8e-8a83-587c79694aac,Stitching coming off,2973
e4e85105-c2c6-4508-9e67-bc0db46a5529,21e23ff1-9735-4d37-95c2-941df26f42a7,c03cfe61-a668-4e34-9b2b-447aec91ee29,Fabric too thin,5344.07
e758bc46-f619-4dbf-a74d-b09271d535bb,be0f54a8-6d49-4cfb-b37d-64f8401f2cfb,6879eb7f-e795-4a71-884a-a9c26455ae0b,Not as shown in image,3977.86
627b6e76-b911-4380-975b-3eb0e4739568,671fe18d-b79b-465f-a8d7-0e5386112f06,ab68a217-94b1-44a4-8891-c1c0bada5860,Stitching coming off,2004.51
abfb332b-665e-4340-b880-355b053d58f1,de39e75f-5825-4088-a7d9-2a129cee80b7,45a0f2ef-6c28-41ea-b8f9-c9353c3f3951,No visible results,1055.32
6b3b6812-9a7a-4e55-ae66-97b3f8d45a4f,5f39b5bd-5ce0-49c3-b5eb-4f9f3ba55bed,45a0f2ef-6c28-41ea-b8f9-c9353c3f3951,Wrong shade,1350.81
e3d66a67-c08b-4f44-9326-0f9f30de847c,ed46efe7-44d5-46c3-a816-542e8bced24c,557250f0-e015-4bcd-8c51-1e092b2c6b49,Seal broken,1096.28
aae86209-385a-4a72-9415-292aa559923e,b122a3b3-cf94-49ca-9d25-2f008f725186,f6f981eb-5984-49f3-9746-e9e0f5d7a4f1,Wood chipped,8693
cce866df-f1dd-45a2-b7c6-b95f53fd2c67,5c391f49-88cc-496a-b46a-cc253e01a68a,77e87184-78fd-4423-b7a8-f5634798a9da,Seal broken,174.09
75a3f89c-6196-43b8-be64-f3830276f44b,264d457e-17e5-4459-a2bb-214d8478e656,d8224edc-5074-4762-bca8-024e74bd3c0e,Strong fragrance,706.29
846efe72-13e4-4cf5-bd70-eafb93ecff55,a64acd68-8895-443f-8967-4897f9d10909,6879eb7f-e795-4a71-884a-a9c26455ae0b,Poor quality material,1232.85
cf058572-4184-487a-bfc2-bd903a0aafe6,cb60648a-410c-4618-9bf1-2b023c909134,47a451b8-de32-4b66-8cc1-2a940b98425a,Irritated skin,32896.58
321529b2-5021-4e97-95bf-1634ff13ebbe,7497ee3b-44f2-4a78-8643-c4c121910e22,851bcd31-ba4b-4abe-9723-eb3f80ec5da3,Strong fragrance,1149.99
24d693ca-4048-4b72-9f01-42cdd1cbd9c3,64beb6f3-7808-4011-9478-524e60b25782,c03cfe61-a668-4e34-9b2b-447aec91ee29,Poor quality material,743.52
167354e9-a848-4c1e-ab73-4c2aae44983d,860a4dc2-cc3a-4ba0-bfc3-15584cd017f2,d49b56fe-0473-4206-8ad9-43b1232b8b7e,Wrong size,4441.41
c5e536b2-6fd4-4340-ade4-c61f905370de,060584d0-951d-432a-baa5-f1253961b4bb,fa59e100-5071-42c8-96ff-f07005c35100,Incorrect product,3144.27
d003e858-a640-44a4-ba73-757701f0fb68,d2ad11b2-57ee-4e25-9464-3a1447ec70f7,e4fc91b1-1f44-474a-8344-2f967fd2ea09,Damaged corner,1724.04
33088620-bab4-4e99-bc15-d07bfcd8c415,9789e633-0887-4381-8497-45de76a59248,6de52e8f-1b55-4ff2-85b2-dc8414a17ea0,Allergic reaction,3449.03
5d9343fb-ad8a-464a-a339-c42851fc9709,9f284e80-365c-4f08-b0d1-4dd25c4049a7,45c28051-ed3e-41d4-afd5-2190b730f81b,Strong fragrance,333.76
55b48ebe-2ac2-4d74-bbcf-cc8b28b43603,130a6658-c0c4-484c-a000-1d304baac3de,e4fc91b1-1f44-474a-8344-2f967fd2ea09,Doesnâ€™t fit room,2643.67
4e539b54-7220-4b86-bad0-77b8fc87adad,6acff646-dddc-48d8-a892-b6c257c73b58,2a0e010c-abe0-477f-9dd5-d1cf0cc2ea75,No visible results,108
7dd8336a-5e97-4409-b4f5-c63bfda182d5,f5a97629-8034-41fd-a5b1-9aaf3b6edc87,6c5b6f42-89ea-440b-8d46-4cf6c29a97e4,Poor grip,703.87
b4cd5073-1ea5-46e6-875f-98a223982ae4,102118db-7422-4846-91fd-def402547434,c3acd953-135c-4b5e-b526-d79ad2c95dae,Missing accessories,2712.96
7018f59d-0248-471c-89d4-09b8809b1bf6,07a59d9c-8628-42df-ab27-712dc29a9a08,e4fc91b1-1f44-474a-8344-2f967fd2ea09,Color mismatch,3383.19
61de937f-c153-422e-a3a2-a45c55440228,d8d0e4c7-c1be-41af-bca7-534caafd5734,6c5b6f42-89ea-440b-8d46-4cf6c29a97e4,Size mismatch,398.84
704ee089-b410-4dea-9766-bd26d042ba4d,ad4de6d5-eb9d-4820-b004-c4a9feaa7527,ce2a6149-093e-40a7-ba7b-758e29ecd0ac,Color mismatch,2085.11
dee298a3-5d61-4f7c-a1a7-345a1582b8b9,bad20c86-7568-4e00-82fd-ffbba97bd236,ce2a6149-093e-40a7-ba7b-758e29ecd0ac,Scratched surface,1924.8
44892a8e-7459-4f99-9e81-17a3f88be512,9fb61230-d179-4aa3-b568-083575efeab1,6de52e8f-1b55-4ff2-85b2-dc8414a17ea0,Irritated skin,2276.26
6058f3ac-0fdc-436e-8030-5a9d715bb633,e613f286-e0c4-4755-8b4d-32c0682a3646,45a0f2ef-6c28-41ea-b8f9-c9353c3f3951,Product expired,230.15
26fe46b7-b250-4034-ae75-7ed880a63f5c,458d91f7-6a9b-47e7-a54b-e491123af63a,a7e7f557-8f92-40b1-9c73-772c8a84346b,Wood chipped,2198.2
b5ebc298-6489-4050-9135-ffb32b20e378,33c1dabd-aeb5-4b40-ae8d-daa0eef4a273,d81edf07-8abe-449e-80bc-ec88b00e4c7d,Missing parts,19409.87
bee2f15f-a87e-46b7-82ee-60ffde35ceaf,e5ef31c3-eb76-4863-b70d-e2f2e415f270,b31fffa1-0fcb-4385-a2d1-d615dc0da11e,Screen cracked,17803.73
95d87073-a0e4-4ec7-9c36-f443417cd7ba,6fd7f5c4-213d-4628-a5d5-c1aa77ddc025,b7f29566-7097-47cc-8aa9-f721e40171f3,Doesnâ€™t fit room,2492.33
a658c40b-37a6-477d-9579-d058aa8f6386,656cfb89-7803-4a6c-a1ea-34f507de0be8,a7e7f557-8f92-40b1-9c73-772c8a84346b,Wrong size,465.81
047971b5-7c10-4b72-98b3-54884dafd3e3,cb06ea87-4c5a-400d-8f6c-f5eec5464122,c682db57-0645-4448-9531-d30ffef7e63c,Allergic reaction,240.63
f1a8263b-a78e-4623-8e18-2bd1b29caf6c,aad19215-92f8-4cc0-86c6-b513c29b8370,bd4d44cf-1969-49bb-b665-a03ad174a5ee,Wrong item sent,6156.83
96b2e3b2-4bac-41b7-8e7d-f9adbd1cc221,e2b93167-b3b9-4a2a-9dab-227857d49516,45a0f2ef-6c28-41ea-b8f9-c9353c3f3951,Strong fragrance,197.66
43106a32-e292-4b8b-aa02-f56e39cbd039,e4886b57-74a6-49a5-bb57-cb76ecc38409,b9500856-e765-417d-9276-293d3ed35361,Defective item,186719.07
a411ec07-f73b-4cea-9777-035eab202af6,dcbc2f9d-0283-4a22-831f-da1c0edc0a68,fa59e100-5071-42c8-96ff-f07005c35100,Doesnâ€™t fit room,1792.18
6d0955b6-0d52-428b-ba34-07dddb850b40,7c6513bc-1087-4d23-884b-9c1e2b6d8113,f6f981eb-5984-49f3-9746-e9e0f5d7a4f1,Damaged corner,7469.06
876bf00e-94cd-49b1-90d1-ce3adc6cc9f3,7f9ba911-c260-4355-9f4e-4a16de6de468,1610a3cf-e353-442c-818d-e926e8cda67f,Incorrect product,3795.43
bfe0cc71-446e-4b58-9a26-9362eb844d24,7ec298cf-1e39-41b7-85d0-f78dc38eda81,51c21b38-caf3-47a5-9d0e-f3208376e93c,Screen cracked,43961.22
ea589db2-044b-4fa4-ad93-56e9ad71767c,ea2ab9bf-f099-425c-9655-d2d76797003f,df16470e-2c5e-4b4c-8cdf-0fef20bdd005,Wrong size,317.42
48c9ad16-e2e6-4931-88b0-aaf82ee1792a,31e9c95d-539e-4e62-a973-8927bf96837d,45a0f2ef-6c28-41ea-b8f9-c9353c3f3951,Product expired,1523.18
8572900a-36b4-4dd7-ac2a-ee8f535b7f6a,917f56eb-68f9-4ece-a375-658c9849a6fd,6c17ed17-f3c5-4fc5-a270-b35e0efac2cf,Item not working,3330.2
23cc63a8-1278-4f5c-be43-532655155fa5,6cc47a6e-59e0-4ce5-a63e-b6770a8df863,f066e175-282b-4530-a45c-185d2a2788b7,Broken bottle,127.26
6214e5e3-4ffe-4cef-ab62-e5b3a9567a0b,046fd94b-99b3-4340-a640-5ed9035f39a4,8552792a-4006-4c5d-bdb4-acd3f5fe7e0e,Product expired,327.15
4b6e7e61-dda2-4d63-a36c-5eca78fa387e,73c32613-a5a3-4b71-87ca-a6a4c0e73a6e,f066e175-282b-4530-a45c-185d2a2788b7,Broken bottle,123.47
ac796265-3669-4721-bc74-d960ce2849bf,e8db96de-7c45-4fd0-b1cc-584f91dad133,6c17ed17-f3c5-4fc5-a270-b35e0efac2cf,Overheating issue,1705.66
bce05dab-cdfa-4f1a-9765-39c87af7c9e3,f4fbaf19-e320-4560-8383-1b5d2c7526dc,45c28051-ed3e-41d4-afd5-2190b730f81b,Wrong product delivered,1512.08
09ec4277-5744-4740-bc33-d06619a0948f,ff33d9f1-62e0-463f-86be-e126329721fc,90fbba8d-4977-44aa-a7b7-159adf09220e,Broken bottle,3589.34
b0bf1f17-18db-483e-9d50-76a8e3579390,804d6136-ad50-4d04-9a15-ce8e538bdc15,e3a94aaa-5bae-4913-ac6f-b4965aa6edb8,Equipment malfunction,2369.12
0e630c28-47d3-4de7-8eba-f4881bb58053,8d7d09f5-e54e-463d-b3bb-b966aa820d4c,00747120-f76e-436c-92b5-7277776c5852,Scratched surface,11738.61
72f9610b-8cf3-479e-a152-60b88be2622f,4b0901e7-e509-493e-bfab-0bcad6f163d2,df16470e-2c5e-4b4c-8cdf-0fef20bdd005,Doesnâ€™t fit room,607.37
d834935e-4bd6-44b6-893d-56a95ef44b45,b0812a78-5be3-444d-8202-ed7574f40c12,51c21b38-caf3-47a5-9d0e-f3208376e93c,Defective item,24839.35
e7f40093-d324-4554-808e-78665644f41a,e3cb1cdc-befb-497b-bcbf-a0d17864a46c,77e87184-78fd-4423-b7a8-f5634798a9da,Wrong shade,879.21
4a105181-de3b-46d9-850c-f045239176f7,e6738f53-56f4-4cb7-8b59-3e4c4c4af3a8,2a0e010c-abe0-477f-9dd5-d1cf0cc2ea75,No visible results,314.2
dcf98402-e083-43b5-87fb-614fb306c154,ffd828fd-2740-4155-99b7-c12e8429e7a3,6c17ed17-f3c5-4fc5-a270-b35e0efac2cf,Screen cracked,1841.06
d436b2ad-7d04-4841-9427-8843e468d3d3,c23bfbdb-1ada-43a1-a2d4-4341d6e6bb0c,c3acd953-135c-4b5e-b526-d79ad2c95dae,Handle broken,861.12
d1a981c2-6760-4d30-8f9b-6c109137e4c1,41fd5505-dee3-473a-a568-dfd41e48aa02,b31fffa1-0fcb-4385-a2d1-d615dc0da11e,Defective item,1873.66
d1737a51-60c3-4c53-b63c-d2fb46555e6d,168b6a73-a4a0-4d98-9890-996c50746119,b7f29566-7097-47cc-8aa9-f721e40171f3,Wrong size,2159.73
2cf20f63-6217-423c-836d-6e5f0e5047ab,7f24f33d-d5bc-4d18-a230-2ae15af66dae,05ec42c7-2c21-4a8e-8a83-587c79694aac,Color mismatch,9286.49
54b02351-53cd-4b69-bc6c-9b4434f38e68,d0837bf3-132e-4cfb-a420-59cfa8e29e64,b9500856-e765-417d-9276-293d3ed35361,Overheating issue,130005.74
40714ed2-63e1-4ae6-9106-8dcf69df51ea,9f68dcee-5127-4140-9845-cfc260383d13,5f5addf5-a05e-4f07-9f8d-0f51417e1de8,Power issue,45456.78
6179d504-d53c-4187-bce6-97e9a2cdbd1c,533a8348-b9fa-446e-a409-f883f14bccb8,8552792a-4006-4c5d-bdb4-acd3f5fe7e0e,Irritated skin,343.66
ec7c4abd-71af-4276-81fd-29d90e49f27b,4035d6b6-d8a2-42f8-89bf-3e71c6f5d9a8,90fbba8d-4977-44aa-a7b7-159adf09220e,Allergic reaction,14981.6
c57ce625-447f-4143-96f4-8d01d16baedb,c78e2702-b0ed-4574-9030-dd9d574a1448,9a83a287-9765-4701-bdac-c20a058674c0,Defective item,182717.94
0f06df5b-005c-4de7-b655-2a8bb7fbfca5,3e1f39d4-3019-4ca5-8428-1beeb0d7d9c3,2a0e010c-abe0-477f-9dd5-d1cf0cc2ea75,Allergic reaction,566.13
3ed43ef3-dfb6-428c-86c8-32b7bbac09eb,9bf8fa48-0bea-4d80-baaa-2321c6d965cb,2a0e010c-abe0-477f-9dd5-d1cf0cc2ea75,No visible results,178.96
ab1dd8d9-9da3-457c-a27c-871040fdabc7,b34d8a8d-e9d7-42b1-ae97-f160b1a69efb,d49b56fe-0473-4206-8ad9-43b1232b8b7e,Shrinkage after wash,1598.97
f4f95cf9-4381-401b-8cde-c26aa2252f2f,a3ca25e6-918e-44c6-9912-abe2d99ee96c,05ec42c7-2c21-4a8e-8a83-587c79694aac,Not as shown in image,2848.35
783ee6e2-3539-4e49-b5f1-2823acc36cb5,9435dc94-6f7f-4c4c-87b2-9e532db108a2,32151784-6f5c-414e-8ef9-811bebcaa063,Wobbly structure,356.42
3d6c3359-e425-43ee-9f38-9407b2027bb5,26641ccc-b87f-417b-97b6-055772c58151,b7f29566-7097-47cc-8aa9-f721e40171f3,Doesnâ€™t fit room,2602.26
64d1ee56-8d1d-4a64-b2fa-9996c10cac5c,6e267871-30c4-4e9e-95b4-a4d2f505aedd,04094c0c-75d5-422a-8f2a-82496e742788,Wobbly structure,6719.1
a6a0e37c-7416-49d1-9436-6e2d89dfcf65,7f59de24-016e-438b-b665-f6daaa4c3fe0,5ee789b5-8c08-4473-99b3-8d8e6fe21486,Defective item,139495.59
45e2f097-4cf7-4b53-b913-0737c480f94c,d3e1fd77-9d84-4353-bf74-9086e7e25842,2a0e010c-abe0-477f-9dd5-d1cf0cc2ea75,Irritated skin,116.88
d0455c83-7496-4add-9af1-48eb37ef1ef1,4090fe01-1010-41ec-8696-47638a12b121,ce2a6149-093e-40a7-ba7b-758e29ecd0ac,Color mismatch,9091.78
beeb77b0-3723-4267-bcd6-ef7f3aead2e3,add5634e-dfd4-492a-ade0-c87cf1649507,6de52e8f-1b55-4ff2-85b2-dc8414a17ea0,Irritated skin,5338.87
4231846b-f4fc-47af-acd0-0e0bca7da8a8,b59f7823-a274-4990-8f8a-630f99583f0c,5f5addf5-a05e-4f07-9f8d-0f51417e1de8,Connectivity problems,77370
99c35630-e7e8-4d45-94d0-143a598e4017,c826e9f3-3944-4b9c-b5fe-931e8b1f90fe,32151784-6f5c-414e-8ef9-811bebcaa063,Assembly issues,3275.15
7db0f366-9810-431f-a71c-ac5db57210e4,888edb80-4906-418c-aea3-dce5a507bfdb,77e87184-78fd-4423-b7a8-f5634798a9da,Allergic reaction,927.51
0d844775-0c4f-4dd2-8e06-87c23abdbb68,0c0da788-cc88-4910-87d3-24e161ba1af1,e4fc91b1-1f44-474a-8344-2f967fd2ea09,Incorrect product,1302.18
9ae5115a-6484-4f1e-91c2-2ea275a049ef,58036e0e-ec8f-4e3a-a807-8e3c1020e9f4,05ec42c7-2c21-4a8e-8a83-587c79694aac,Fabric too thin,8297.08
598e8479-abc7-4129-bfba-22d90cf32965,17a4ce67-255a-4264-8456-1fb1fe0be81b,71c15a53-cde0-4a4c-bb01-3babd402bfa1,Doesnâ€™t fit room,1034.97
663451a5-5898-422b-903a-84e3e88f5fdc,3d1a7ff6-3a86-4069-af3f-b884262e113a,05ec42c7-2c21-4a8e-8a83-587c79694aac,Stitching coming off,9339.3
6d0d11d2-6fb3-4647-a591-706d22080c4f,905014ad-842b-4a25-90a8-5411fa11893e,5f5addf5-a05e-4f07-9f8d-0f51417e1de8,Overheating issue,38447.42
80a9fb66-4c54-48c2-87fa-9b35445dd0bf,85bd0ea4-d437-4185-aad9-f610afe7efb5,bd4d44cf-1969-49bb-b665-a03ad174a5ee,Damaged in shipping,8290.21
2195616d-ac24-4f10-bd4e-9086f41dd53d,545a1b5a-481a-4b73-a346-0d5343f0769e,a7e7f557-8f92-40b1-9c73-772c8a84346b,Wrong size,798.74
539566f1-7a77-4fd1-8477-5e5e6875cdee,3b6e0d4c-d676-4f70-9c2d-8f9b612d0554,b9500856-e765-417d-9276-293d3ed35361,Defective item,118259.7
b95a7f34-4d67-4257-93ab-7eece6fd6a7a,e0200931-736f-4379-9663-9d4cf614f844,ce2a6149-093e-40a7-ba7b-758e29ecd0ac,Color mismatch,3539.42
408a33ef-637e-459b-b08c-fb03097da91a,6f5cb23b-34b4-48d9-9933-728b68db7f8b,51c21b38-caf3-47a5-9d0e-f3208376e93c,Item not working,27143.53
cb5d4675-1f92-43a1-aebd-3b044e2e906e,2f9ee6bc-04fe-4e13-a9c6-b94b797dfa54,fa59e100-5071-42c8-96ff-f07005c35100,Wobbly structure,1078.14
